Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
60,"486.
Boogie Nights
(1997)",(1997),R,155 min,Drama,7.9,"85        
        Metascore","Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.","Votes:
271,294
| Gross:
$26.40M",Paul Thomas Anderson,"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds', 'Luis Guzmán']"
61,"487.
Thor: Ragnarok
(2017)",(2017),PG-13,130 min,"Action, Adventure, Comedy",7.9,"74        
        Metascore","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","Votes:
769,365
| Gross:
$315.06M",Taika Waititi,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Mark Ruffalo']"
62,"488.
Jojo Rabbit
(2019)",(2019),PG-13,108 min,"Comedy, Drama, War",7.9,"58        
        Metascore",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,"Votes:
405,601
| Gross:
$33.37M",Taika Waititi,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi']"
63,"489.
Bohemian Rhapsody
(2018)",(2018),PG-13,134 min,"Biography, Drama, Music",7.9,"49        
        Metascore","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).","Votes:
551,858
| Gross:
$216.43M",Queen,"['Freddie Mercury', 'Bryan Singer', 'Rami Malek', 'Lucy Boynton']"
64,"490.
True Romance
(1993)",(1993),R,119 min,"Crime, Drama, Romance",7.9,"59        
        Metascore","In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.","Votes:
232,002
| Gross:
$12.28M",Tony Scott,"['Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer']"
65,"491.
E.T.
(1982)",(1982),PG,115 min,"Adventure, Family, Sci-Fi",7.9,"91        
        Metascore",A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,"Votes:
418,552
| Gross:
$435.11M",Steven Spielberg,"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote', 'Dee Wallace']"
66,"492.
Edge of Tomorrow
(2014)",(2014),PG-13,113 min,"Action, Adventure, Sci-Fi",7.9,"71        
        Metascore","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.","Votes:
694,755
| Gross:
$100.21M",Doug Liman,"['Tom Cruise', 'Emily Blunt', 'Bill Paxton', 'Brendan Gleeson']"
67,"493.
The Perks of Being a Wallflower
(2012)",(2012),PG-13,103 min,Drama,7.9,"67        
        Metascore",An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,"Votes:
523,304
| Gross:
$17.74M",Stephen Chbosky,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Paul Rudd']"
68,"494.
Fantastic Mr. Fox
(2009)",(2009),PG,87 min,"Animation, Adventure, Comedy",7.9,"83        
        Metascore",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"Votes:
241,865
| Gross:
$21.00M",Wes Anderson,"['George Clooney', 'Meryl Streep', 'Bill Murray', 'Jason Schwartzman']"
69,"495.
Mystic River
(2003)",(2003),R,138 min,"Crime, Drama, Mystery",7.9,"84        
        Metascore",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,"Votes:
465,339
| Gross:
$90.14M",Clint Eastwood,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Emmy Rossum']"
70,"496.
Star Trek
(2009)",(2009),PG-13,127 min,"Action, Adventure, Sci-Fi",7.9,"82        
        Metascore",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,"Votes:
608,823
| Gross:
$257.73M",J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg', 'Leonard Nimoy']"
71,"497.
District 9
(2009)",(2009),R,112 min,"Action, Sci-Fi, Thriller",7.9,"81        
        Metascore",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"Votes:
691,794
| Gross:
$115.65M",Neill Blomkamp,"['Sharlto Copley', 'David James', 'Jason Cope', 'Nathalie Boltt']"
72,"498.
Marriage Story
(2019)",(2019),R,137 min,"Drama, Romance",7.9,"94        
        Metascore",Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,"Votes:
321,671
| Gross:
$2.00M",Noah Baumbach,"['Adam Driver', 'Scarlett Johansson', 'Julia Greer', 'Azhy Robertson']"
73,"499.
Wonder
(I) (2017)",(I) (2017),PG,113 min,"Drama, Family",7.9,"66        
        Metascore","Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.","Votes:
169,114
| Gross:
$132.42M",Stephen Chbosky,"['Jacob Tremblay', 'Owen Wilson', 'Izabela Vidovic', 'Julia Roberts']"
74,"500.
Carlito's Way
(1993)",(1993),R,144 min,"Crime, Drama, Thriller",7.9,"66        
        Metascore","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","Votes:
223,143
| Gross:
$36.95M",Brian De Palma,"['Al Pacino', 'Sean Penn', 'Penelope Ann Miller', 'John Leguizamo']"
0,"501.
Crouching Tiger, Hidden Dragon
(2000)",(2000),PG-13,120 min,"Action, Adventure, Drama",7.9,"94        
        Metascore",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,"Votes:
274,577
| Gross:
$128.08M",Ang Lee,"['Chow Yun-Fat', 'Michelle Yeoh', 'Ziyi Zhang', 'Chang Chen']"
1,"502.
Shaun of the Dead
(2004)",(2004),R,99 min,"Comedy, Horror",7.9,"76        
        Metascore","The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.","Votes:
568,123
| Gross:
$13.54M",Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis']"
2,"503.
X-Men: Days of Future Past
(2014)",(2014),PG-13,132 min,"Action, Adventure, Sci-Fi",7.9,"75        
        Metascore",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,"Votes:
722,004
| Gross:
$233.92M",Bryan Singer,"['Patrick Stewart', 'Ian McKellen', 'Hugh Jackman', 'James McAvoy']"
3,"504.
Boyhood
(I) (2014)",(I) (2014),R,165 min,Drama,7.9,"100        
        Metascore","The life of Mason, from early childhood to his arrival at college.","Votes:
358,993
| Gross:
$25.38M",Richard Linklater,"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke', 'Elijah Smith']"
4,"505.
Life of Pi
(2012)",(2012),PG,127 min,"Adventure, Drama, Fantasy",7.9,"79        
        Metascore","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.","Votes:
642,149
| Gross:
$124.99M",Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']"
5,"506.
The Blues Brothers
(1980)",(1980),13+,133 min,"Action, Adventure, Comedy",7.9,"60        
        Metascore","Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.","Votes:
204,866
| Gross:
$57.23M",John Landis,"['John Belushi', 'Dan Aykroyd', 'Cab Calloway', 'John Candy']"
6,"507.
Edward Scissorhands
(1990)",(1990),PG-13,105 min,"Drama, Fantasy, Romance",7.9,"74        
        Metascore",The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,"Votes:
500,363
| Gross:
$56.36M",Tim Burton,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Anthony Michael Hall']"
7,"508.
Dallas Buyers Club
(2013)",(2013),R,117 min,"Biography, Drama",7.9,"77        
        Metascore","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","Votes:
497,854
| Gross:
$27.30M",Jean-Marc Vallée,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', 'Steve Zahn']"
8,"509.
The Adventures of Robin Hood
(1938)",(1938),PG,102 min,"Action, Adventure, Romance",7.9,"97        
        Metascore","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.","Votes:
52,512
| Gross:
$3.98M",Michael Curtiz,"['William Keighley', 'Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone']"
9,"510.
The Wrestler
(2008)",(2008),R,109 min,"Drama, Sport",7.9,"80        
        Metascore","A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.","Votes:
311,769
| Gross:
$26.24M",Darren Aronofsky,"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood', 'Mark Margolis']"
10,"511.
The Nightmare Before Christmas
(1993)",(1993),PG,76 min,"Animation, Family, Fantasy",7.9,"82        
        Metascore","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Votes:
349,834
| Gross:
$75.08M",Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey']"
11,"513.
Spartacus
(1960)",(1960),PG-13,197 min,"Adventure, Biography, Drama",7.9,"87        
        Metascore","The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.","Votes:
137,780
| Gross:
$30.00M",Stanley Kubrick,"['Anthony Mann', 'Kirk Douglas', 'Laurence Olivier', 'Jean Simmons']"
12,"514.
Toy Story 2
(1999)",(1999),G,92 min,"Animation, Adventure, Comedy",7.9,"88        
        Metascore","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","Votes:
592,032
| Gross:
$245.85M",John Lasseter,"['Ash Brannon', 'Lee Unkrich', 'Tom Hanks', 'Tim Allen']"
13,"515.
A Streetcar Named Desire
(1951)",(1951),PG,122 min,Drama,7.9,"97        
        Metascore",Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,"Votes:
110,544
| Gross:
$8.00M",Elia Kazan,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter', 'Karl Malden']"
14,"516.
Brazil
(1985)",(1985),R,132 min,"Drama, Sci-Fi",7.9,"84        
        Metascore",A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,"Votes:
204,298
| Gross:
$9.93M",Terry Gilliam,"['Jonathan Pryce', 'Kim Greist', 'Robert De Niro', 'Katherine Helmond']"
15,"518.
This Is Spinal Tap
(1984)",(1984),R,82 min,"Comedy, Music",7.9,"92        
        Metascore","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.","Votes:
142,249
| Gross:
$4.74M",Rob Reiner,"['Rob Reiner', 'Michael McKean', 'Christopher Guest', 'Kimberly Stringer']"
16,"519.
Ghost in the Shell
(1995)",(1995),TV-MA,83 min,"Animation, Action, Crime",7.9,"76        
        Metascore",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,"Votes:
147,216
| Gross:
$0.52M",Mamoru Oshii,"['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka', 'Kôichi Yamadera']"
17,"520.
A Fistful of Dollars
(1964)",(1964),R,99 min,"Action, Drama, Western",7.9,"65        
        Metascore","A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.","Votes:
222,185
| Gross:
$14.50M",Sergio Leone,"['Clint Eastwood', 'Gian Maria Volontè', 'Marianne Koch', 'Wolfgang Lukschy']"
18,"521.
The Searchers
(1956)",(1956),Passed,119 min,"Adventure, Drama, Western",7.9,"94        
        Metascore",An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,"Votes:
91,946",John Ford,"['John Wayne', 'Jeffrey Hunter', 'Vera Miles', 'Ward Bond']"
19,"522.
The Raid 2
(2014)",(2014),R,150 min,"Action, Crime, Thriller",7.9,"71        
        Metascore","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","Votes:
126,300
| Gross:
$2.63M",Gareth Evans,"['Iko Uwais', 'Yayan Ruhian', 'Arifin Putra', 'Oka Antara']"
20,"523.
Before Midnight
(2013)",(2013),R,109 min,"Drama, Romance",7.9,"94        
        Metascore",We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,"Votes:
163,161
| Gross:
$8.11M",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Ariane Labed']"
21,"524.
All the President's Men
(1976)",(1976),PG,138 min,"Drama, History, Thriller",7.9,"84        
        Metascore","""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.","Votes:
119,217
| Gross:
$70.60M",Bob Woodward,"['Carl Bernstein', 'Richard Nixon', 'Alan J. Pakula', 'Dustin Hoffman']"
22,"525.
Doctor Zhivago
(1965)",(1965),PG-13,197 min,"Drama, Romance, War",7.9,"69        
        Metascore","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.","Votes:
78,969
| Gross:
$111.72M",David Lean,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Rod Steiger']"
23,"526.
The Wild Bunch
(1969)",(1969),R,135 min,"Action, Adventure, Western",7.9,"98        
        Metascore","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","Votes:
86,837
| Gross:
$12.06M",Sam Peckinpah,"['William Holden', 'Ernest Borgnine', 'Robert Ryan', ""Edmond O'Brien""]"
24,"527.
Let the Right One In
(2008)",(2008),R,114 min,"Drama, Fantasy, Horror",7.9,"82        
        Metascore","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.","Votes:
220,793
| Gross:
$2.12M",Tomas Alfredson,"['Kåre Hedebrant', 'Lina Leandersson', 'Per Ragnar', 'Henrik Dahl']"
25,"528.
Bound by Honor
(1993)",(1993),R,180 min,"Crime, Drama",7.9,"47        
        Metascore","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.","Votes:
32,454
| Gross:
$4.50M",Taylor Hackford,"['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt', 'Enrique Castillo']"
26,"529.
Hero
(2002)",(2002),PG-13,120 min,"Action, Adventure, Drama",7.9,"85        
        Metascore","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.","Votes:
183,900
| Gross:
$53.71M",Yimou Zhang,"['Jet Li', 'Tony Leung Chiu-wai', 'Maggie Cheung', 'Ziyi Zhang']"
27,"530.
The Artist
(I) (2011)",(I) (2011),PG-13,100 min,"Comedy, Drama, Romance",7.9,"89        
        Metascore",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,"Votes:
244,267
| Gross:
$44.67M",Michel Hazanavicius,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell']"
28,"531.
King Kong
(1933)",(1933),Passed,100 min,"Adventure, Horror, Sci-Fi",7.9,"90        
        Metascore","A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.","Votes:
87,462
| Gross:
$10.00M",Merian C. Cooper,"['Ernest B. Schoedsack', 'Fay Wray', 'Robert Armstrong', 'Bruce Cabot']"
29,"532.
Three Colors: Blue
(1993)",(1993),R,94 min,"Drama, Music, Mystery",7.9,"86        
        Metascore",A woman struggles to find a way to live her life after the death of her husband and child.,"Votes:
105,368
| Gross:
$1.32M",Krzysztof Kieslowski,"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy', 'Benoît Régent']"
30,"533.
Charade
(1963)",(1963),Passed,113 min,"Comedy, Mystery, Romance",7.9,"83        
        Metascore",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,"Votes:
80,530
| Gross:
$13.47M",Stanley Donen,"['Cary Grant', 'Audrey Hepburn', 'Walter Matthau', 'James Coburn']"
31,"534.
Dancer in the Dark
(2000)",(2000),R,140 min,"Crime, Drama, Musical",7.9,"61        
        Metascore",An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,"Votes:
112,441
| Gross:
$4.18M",Lars von Trier,"['Björk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare']"
32,"535.
In the Heat of the Night
(1967)",(1967),Approved,110 min,"Drama, Mystery, Thriller",7.9,"76        
        Metascore","A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.","Votes:
78,961
| Gross:
$24.38M",Norman Jewison,"['Sidney Poitier', 'Rod Steiger', 'Warren Oates', 'Lee Grant']"
33,"537.
Shoplifters
(2018)",(2018),R,121 min,"Crime, Drama, Thriller",7.9,"93        
        Metascore",A Japanese family with inadequate incomes depend on shoplifting to make ends meet.,"Votes:
79,938
| Gross:
$3.31M",Kore-eda Hirokazu,"['Lily Franky', 'Sakura Ando', 'Kirin Kiki', 'Mayu Matsuoka']"
34,"538.
Harold and Maude
(1971)",(1971),PG,91 min,"Comedy, Drama, Romance",7.9,"62        
        Metascore","Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.","Votes:
79,222",Hal Ashby,"['Ruth Gordon', 'Bud Cort', 'Vivian Pickles', 'Cyril Cusack']"
35,"539.
Patton
(1970)",(1970),GP,172 min,"Biography, Drama, War",7.9,"86        
        Metascore",The World War II phase of the career of controversial American general George S. Patton.,"Votes:
104,508
| Gross:
$61.70M",George S. Patton,"['Franklin J. Schaffner', 'George C. Scott', 'Karl Malden', 'Stephen Young']"
36,"540.
Letters from Iwo Jima
(2006)",(2006),R,141 min,"Action, Adventure, Drama",7.9,"89        
        Metascore","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.","Votes:
165,584
| Gross:
$13.76M",Clint Eastwood,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryô Kase']"
37,"541.
A Christmas Story
(1983)",(1983),PG,93 min,"Comedy, Family",7.9,"77        
        Metascore","In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.","Votes:
160,530
| Gross:
$20.61M",Bob Clark,"['Peter Billingsley', 'Melinda Dillon', 'Darren McGavin', 'Scott Schwartz']"
38,"542.
Strangers on a Train
(1951)",(1951),PG,101 min,"Crime, Drama, Film-Noir",7.9,"88        
        Metascore",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,"Votes:
136,301
| Gross:
$7.63M",Alfred Hitchcock,"['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Leo G. Carroll']"
39,"543.
Togo
(2019)",(2019),PG,113 min,"Adventure, Biography, Drama",7.9,"69        
        Metascore","The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.","Votes:
51,381",Ericson Core,"['Willem Dafoe', 'Julianne Nicholson', 'Christopher Heyerdahl', 'Richard Dormer']"
40,"544.
Sing Street
(2016)",(2016),PG-13,106 min,"Comedy, Drama, Music",7.9,"79        
        Metascore",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"Votes:
96,777
| Gross:
$3.24M",John Carney,"['Ferdia Walsh-Peelo', 'Aidan Gillen', 'Maria Doyle Kennedy', 'Jack Reynor']"
41,"545.
Cat on a Hot Tin Roof
(1958)",(1958),Not Rated,108 min,Drama,7.9,"84        
        Metascore",Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,"Votes:
51,073
| Gross:
$17.57M",Richard Brooks,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Jack Carson']"
42,"546.
The Philadelphia Story
(1940)",(1940),Not Rated,112 min,"Comedy, Romance",7.9,"96        
        Metascore","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.","Votes:
71,095",George Cukor,"['Cary Grant', 'Katharine Hepburn', 'James Stewart', 'Ruth Hussey']"
43,"547.
In Cold Blood
(1967)",(1967),R,134 min,"Biography, Crime, Drama",7.9,"89        
        Metascore","Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.","Votes:
27,542",Richard Brooks,"['Robert Blake', 'Scott Wilson', 'John Forsythe', 'Paul Stewart']"
44,"548.
Notorious
(1946)",(1946),Not Rated,102 min,"Drama, Film-Noir, Romance",7.9,"100        
        Metascore",The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,"Votes:
103,199
| Gross:
$10.46M",Alfred Hitchcock,"['Cary Grant', 'Ingrid Bergman', 'Claude Rains', 'Louis Calhern']"
45,"549.
Whisper of the Heart
(1995)",(1995),G,111 min,"Animation, Drama, Family",7.9,"75        
        Metascore","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.","Votes:
65,830",Yoshifumi Kondô,"['Yoko Honna', 'Issey Takahashi', 'Takashi Tachibana', 'Shigeru Muroi']"
46,"550.
The Conformist
(1970)",(1970),R,113 min,Drama,7.9,"100        
        Metascore","A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.","Votes:
31,793
| Gross:
$0.54M",Bernardo Bertolucci,"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin', 'Enzo Tarascio']"
47,"551.
The Manchurian Candidate
(1962)",(1962),PG-13,126 min,"Drama, Thriller",7.9,"94        
        Metascore",An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,"Votes:
77,017",John Frankenheimer,"['Frank Sinatra', 'Laurence Harvey', 'Janet Leigh', 'Angela Lansbury']"
48,"552.
The Killing
(1956)",(1956),Approved,84 min,"Crime, Drama, Film-Noir",7.9,"91        
        Metascore",Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,"Votes:
92,058",Stanley Kubrick,"['Sterling Hayden', 'Coleen Gray', 'Vince Edwards', 'Jay C. Flippen']"
49,"553.
Amour
(2012)",(2012),PG-13,127 min,Drama,7.9,"95        
        Metascore","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","Votes:
102,471
| Gross:
$6.74M",Michael Haneke,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud']"
50,"554.
Rope
(1948)",(1948),Approved,80 min,"Crime, Drama, Mystery",7.9,"73        
        Metascore",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,"Votes:
147,039",Alfred Hitchcock,"['James Stewart', 'John Dall', 'Farley Granger', 'Dick Hogan']"
51,"555.
Short Term 12
(2013)",(2013),R,96 min,Drama,7.9,"82        
        Metascore",A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,"Votes:
89,293
| Gross:
$1.01M",Destin Daniel Cretton,"['Brie Larson', 'Frantz Turner', 'John Gallagher Jr.', 'Kaitlyn Dever']"
52,"556.
The Big Sleep
(1946)",(1946),Passed,114 min,"Crime, Film-Noir, Mystery",7.9,"86        
        Metascore","Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love.","Votes:
87,598
| Gross:
$6.54M",Howard Hawks,"['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers']"
53,"562.
Talk to Her
(2002)",(2002),R,112 min,"Drama, Mystery, Romance",7.9,"86        
        Metascore",Two men share an odd friendship while they care for two women who are both in deep comas.,"Votes:
114,545
| Gross:
$9.28M",Pedro Almodóvar,"['Rosario Flores', 'Javier Cámara', 'Darío Grandinetti', 'Leonor Watling']"
54,"563.
Once Were Warriors
(1994)",(1994),R,102 min,"Crime, Drama",7.9,"77        
        Metascore",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,"Votes:
35,270
| Gross:
$2.20M",Lee Tamahori,"['Rena Owen', 'Temuera Morrison', 'Mamaengaroa Kerr-Bell', 'Julian Arahanga']"
55,"564.
3-Iron
(2004)",(2004),R,88 min,"Crime, Drama, Romance",7.9,"72        
        Metascore",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,"Votes:
56,349
| Gross:
$0.24M",Kim Ki-duk,"['Seung-Yun Lee', 'Hee Jae', 'Hyuk-ho Kwon', 'Jin-mo Joo']"
56,"566.
About Elly
(2009)",(2009),TV-PG,119 min,"Drama, Mystery",7.9,"87        
        Metascore",The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,"Votes:
54,765
| Gross:
$0.11M",Asghar Farhadi,"['Golshifteh Farahani', 'Shahab Hosseini', 'Taraneh Alidoosti', 'Sajjad Dolati']"
57,"567.
Kagemusha
(1980)",(1980),PG,162 min,"Drama, History, War",7.9,"84        
        Metascore",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,"Votes:
36,630",Akira Kurosawa,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', ""Ken'ichi Hagiwara"", 'Jinpachi Nezu']"
58,"568.
A Taxi Driver
(2017)",(2017),Not Rated,137 min,"Action, Drama, History",7.9,"69        
        Metascore","A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.","Votes:
26,739
| Gross:
$1.53M",Hun Jang,"['Song Kang-ho', 'Thomas Kretschmann', 'Hae-Jin Yoo', 'Ryu Jun-Yeol']"
59,"569.
Mildred Pierce
(1945)",(1945),Approved,111 min,"Crime, Drama, Film-Noir",7.9,"88        
        Metascore",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"Votes:
27,009",Michael Curtiz,"['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']"
60,"570.
Head-On
(2004)",(2004),R,121 min,"Drama, Romance",7.9,"78        
        Metascore","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.","Votes:
55,597",Fatih Akin,"['Birol Ünel', 'Sibel Kekilli', 'Güven Kiraç', 'Zarah Jane McKenzie']"
61,"571.
The Thin Man
(1934)",(1934),TV-PG,91 min,"Comedy, Crime, Mystery",7.9,"86        
        Metascore","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.","Votes:
31,082",W.S. Van Dyke,"['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton']"
