Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
19,"221.
The Third Man
(1949)",(1949),Approved,93 min,"Film-Noir, Mystery, Thriller",8.1,"97        
        Metascore","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","Votes:
174,063
| Gross:
$0.45M
| Top 250:
#190",Carol Reed,"['Orson Welles', 'Joseph Cotten']"
20,"222.
Wild Tales
(2014)",(2014),R,122 min,"Comedy, Drama, Thriller",8.1,"77        
        Metascore",Six short stories that explore the extremities of human behavior involving people in distress.,"Votes:
202,903
| Gross:
$3.11M
| Top 250:
#196",Damián Szifron,"['Darío Grandinetti', 'María Marull']"
21,"223.
Rebecca
(1940)",(1940),Approved,130 min,"Drama, Film-Noir, Mystery",8.1,"86        
        Metascore",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Votes:
139,717
| Gross:
$4.36M
| Top 250:
#237",Alfred Hitchcock,"['Laurence Olivier', 'Joan Fontaine']"
22,"224.
Barry Lyndon
(1975)",(1975),PG,185 min,"Adventure, Drama, War",8.1,"89        
        Metascore",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"Votes:
171,931
| Top 250:
#188",Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson']"
23,"225.
Cool Hand Luke
(1967)",(1967),GP,127 min,"Crime, Drama",8.1,"92        
        Metascore","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.","Votes:
179,930
| Gross:
$16.22M
| Top 250:
#238",Stuart Rosenberg,"['Paul Newman', 'George Kennedy']"
24,"226.
My Neighbor Totoro
(1988)",(1988),G,86 min,"Animation, Comedy, Family",8.1,"86        
        Metascore","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","Votes:
347,543
| Gross:
$1.11M
| Top 250:
#172",Hayao Miyazaki,"['Hitoshi Takagi', 'Noriko Hidaka']"
25,"227.
Before Sunset
(2004)",(2004),R,80 min,"Drama, Romance",8.1,"90        
        Metascore","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Votes:
270,620
| Gross:
$5.82M
| Top 250:
#220",Richard Linklater,"['Ethan Hawke', 'Julie Delpy']"
26,"228.
Network
(1976)",(1976),R,121 min,Drama,8.1,"83        
        Metascore","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","Votes:
162,057
| Top 250:
#219",Sidney Lumet,"['Faye Dunaway', 'William Holden']"
27,"230.
In the Name of the Father
(1993)",(1993),R,133 min,"Biography, Crime, Drama",8.1,"84        
        Metascore",A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,"Votes:
178,364
| Gross:
$25.01M
| Top 250:
#189",Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite']"
28,"231.
The Seventh Seal
(1957)",(1957),Not Rated,96 min,"Drama, Fantasy",8.1,"88        
        Metascore","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","Votes:
188,249
| Top 250:
#200",Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand']"
29,"232.
The Iron Giant
(1999)",(1999),PG,86 min,"Animation, Action, Adventure",8.1,"85        
        Metascore",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Votes:
205,375
| Gross:
$23.16M
| Top 250:
#245",Brad Bird,"['Eli Marienthal', 'Harry Connick Jr.']"
30,"233.
On the Waterfront
(1954)",(1954),Approved,108 min,"Crime, Drama, Thriller",8.1,"91        
        Metascore","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","Votes:
157,428
| Gross:
$9.60M
| Top 250:
#182",Elia Kazan,"['Marlon Brando', 'Karl Malden']"
31,"234.
The Best Years of Our Lives
(1946)",(1946),Approved,170 min,"Drama, Romance, War",8.1,"93        
        Metascore","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","Votes:
66,396
| Gross:
$23.65M
| Top 250:
#223",William Wyler,"['Myrna Loy', 'Dana Andrews']"
32,"235.
Amores Perros
(2000)",(2000),R,154 min,"Drama, Thriller",8.1,"83        
        Metascore","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Votes:
243,921
| Gross:
$5.38M
| Top 250:
#236",Alejandro G. Iñárritu,"['Emilio Echevarría', 'Gael García Bernal']"
33,"236.
Persona
(1966)",(1966),Not Rated,83 min,"Drama, Thriller",8.1,"86        
        Metascore",A nurse is put in charge of a mute actress and finds that their personae are melding together.,"Votes:
122,124
| Top 250:
#243",Ingmar Bergman,"['Bibi Andersson', 'Liv Ullmann']"
34,"237.
Hotel Rwanda
(2004)",(2004),PG-13,121 min,"Biography, Drama, History",8.1,"79        
        Metascore","Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","Votes:
359,886
| Gross:
$23.53M
| Top 250:
#210",Paul Rusesabagina,"['Terry George', 'Don Cheadle']"
35,"238.
The Grapes of Wrath
(1940)",(1940),Passed,129 min,Drama,8.1,"96        
        Metascore","An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","Votes:
95,327
| Gross:
$0.06M
| Top 250:
#232",John Ford,"['Henry Fonda', 'Jane Darwell']"
36,"241.
Wild Strawberries
(1957)",(1957),Not Rated,91 min,"Drama, Romance",8.1,"88        
        Metascore","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","Votes:
109,091
| Top 250:
#186",Ingmar Bergman,"['Victor Sjöström', 'Bibi Andersson']"
37,"243.
The Battle of Algiers
(1966)",(1966),Not Rated,121 min,"Drama, War",8.1,"96        
        Metascore","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","Votes:
61,777
| Gross:
$0.06M
| Top 250:
#231",Gillo Pontecorvo,"['Brahim Hadjadj', 'Jean Martin']"
38,"244.
Mr. Smith Goes to Washington
(1939)",(1939),Passed,129 min,"Comedy, Drama",8.1,"73        
        Metascore","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","Votes:
116,920
| Gross:
$9.60M
| Top 250:
#197",Frank Capra,"['James Stewart', 'Jean Arthur']"
39,"246.
The Incredibles
(2004)",(2004),PG,115 min,"Animation, Action, Adventure",8.0,"90        
        Metascore","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Votes:
751,991
| Gross:
$261.44M
| Top 250:
#227",Brad Bird,"['Craig T. Nelson', 'Samuel L. Jackson']"
40,"247.
Dances with Wolves
(1990)",(1990),PG-13,181 min,"Adventure, Drama, Western",8.0,"72        
        Metascore","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.","Votes:
272,912
| Gross:
$184.21M
| Top 250:
#249",Kevin Costner,"['Kevin Costner', 'Mary McDonnell']"
41,"248.
Aladdin
(1992)",(1992),G,90 min,"Animation, Adventure, Comedy",8.0,"86        
        Metascore",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Votes:
430,437
| Gross:
$217.35M
| Top 250:
#248",Ron Clements,"['John Musker', 'Scott Weinger']"
42,"249.
Gandhi
(1982)",(1982),PG,191 min,"Biography, Drama, History",8.0,"79        
        Metascore",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,"Votes:
235,237
| Gross:
$52.77M
| Top 250:
#250",Richard Attenborough,"['Ben Kingsley', 'John Gielgud']"
43,"250.
Life of Brian
(1979)",(1979),R,94 min,Comedy,8.0,"77        
        Metascore","Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","Votes:
405,635
| Gross:
$20.05M
| Top 250:
#244",Jesus Christ,"['Terry Jones', 'Graham Chapman']"
