Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors,title_url
67,"183.
Dial M for Murder
(1954)",(1954),PG,105 min,"Crime, Thriller",8.2,"75        
        Metascore",A former tennis star arranges the murder of his adulterous wife.,"Votes:
179,533
| Gross:
$0.01M
| Top 250:
#161",Alfred Hitchcock,"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams']",imdb.com/title/tt0046912/?ref_=adv_li_tt
68,"184.
The Treasure of the Sierra Madre
(1948)",(1948),Passed,126 min,"Adventure, Drama, Western",8.2,"98        
        Metascore",Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,"Votes:
127,134
| Gross:
$5.01M
| Top 250:
#146",John Huston,"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett']",imdb.com/title/tt0040897/?ref_=adv_li_tt
69,"185.
Rashomon
(1950)",(1950),Not Rated,88 min,"Crime, Drama, Mystery",8.2,"98        
        Metascore","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.","Votes:
171,804
| Gross:
$0.10M
| Top 250:
#151",Akira Kurosawa,"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura']",imdb.com/title/tt0042876/?ref_=adv_li_tt
70,"187.
Klaus
(2019)",(2019),PG,96 min,"Animation, Adventure, Comedy",8.2,"65        
        Metascore","A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","Votes:
164,413
| Top 250:
#179",Sergio Pablos,"['Carlos Martínez López', 'Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones']",imdb.com/title/tt4729430/?ref_=adv_li_tt
71,"188.
Gangs of Wasseypur
(2012)",(2012),Not Rated,321 min,"Action, Comedy, Crime",8.2,"89        
        Metascore","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.","Votes:
98,823",Anurag Kashyap,"['Manoj Bajpayee', 'Nawazuddin Siddiqui', 'Tigmanshu Dhulia', 'Richa Chadha']",imdb.com/title/tt1954470/?ref_=adv_li_tt
72,"189.
Yojimbo
(1961)",(1961),Not Rated,110 min,"Action, Drama, Thriller",8.2,"93        
        Metascore",A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,"Votes:
125,211
| Top 250:
#145",Akira Kurosawa,"['Toshirô Mifune', 'Eijirô Tôno', 'Tatsuya Nakadai', 'Yôko Tsukasa']",imdb.com/title/tt0055630/?ref_=adv_li_tt
73,"193.
Tokyo Story
(1953)",(1953),Not Rated,136 min,Drama,8.2,"100        
        Metascore","An old couple visit their children and grandchildren in the city, but receive little attention.","Votes:
63,615
| Top 250:
#208",Yasujirô Ozu,"['Chishû Ryû', 'Chieko Higashiyama', 'Sô Yamamura', 'Setsuko Hara']",imdb.com/title/tt0046438/?ref_=adv_li_tt
74,"194.
Z
(1969)",(1969),M/PG,127 min,"Crime, Drama, Thriller",8.2,"86        
        Metascore",The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,"Votes:
29,798
| Gross:
$0.08M",Costa-Gavras,"['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant', 'François Périer']",imdb.com/title/tt0065234/?ref_=adv_li_tt
75,"195.
Children of Heaven
(1997)",(1997),PG,89 min,"Drama, Family, Sport",8.2,"77        
        Metascore","After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.","Votes:
76,228
| Gross:
$0.93M
| Top 250:
#176",Majid Majidi,"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi']",imdb.com/title/tt0118849/?ref_=adv_li_tt
76,"200.
To Be or Not to Be
(1942)",(1942),Passed,99 min,"Comedy, Romance, War",8.2,"86        
        Metascore","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","Votes:
39,238
| Top 250:
#229",Ernst Lubitsch,"['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart']",imdb.com/title/tt0035446/?ref_=adv_li_tt
0,"204.
The Passion of Joan of Arc
(1928)",(1928),Passed,114 min,"Biography, Drama, History",8.2,"98        
        Metascore","In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.","Votes:
56,851
| Gross:
$0.02M
| Top 250:
#209",Carl Theodor Dreyer,"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz']",imdb.com/title/tt0019254/?ref_=adv_li_tt
1,"205.
The Wages of Fear
(1953)",(1953),Not Rated,131 min,"Adventure, Drama, Thriller",8.2,"85        
        Metascore","In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","Votes:
62,831
| Top 250:
#194",Henri-Georges Clouzot,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli']",imdb.com/title/tt0046268/?ref_=adv_li_tt
2,"208.
Umberto D.
(1952)",(1952),Not Rated,89 min,Drama,8.2,"92        
        Metascore",An elderly man and his dog struggle to survive on his government pension in Rome.,"Votes:
26,653
| Gross:
$0.07M",Vittorio De Sica,"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Ileana Simova']",imdb.com/title/tt0045274/?ref_=adv_li_tt
3,"211.
The Help
(2011)",(2011),PG-13,146 min,Drama,8.1,"62        
        Metascore","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","Votes:
469,445
| Gross:
$169.71M
| Top 250:
#247",Tate Taylor,"['Viola Davis', 'Emma Stone', 'Octavia Spencer', 'Bryce Dallas Howard']",imdb.com/title/tt1454029/?ref_=adv_li_tt
4,"212.
Prisoners
(2013)",(2013),R,153 min,"Crime, Drama, Mystery",8.1,"70        
        Metascore","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","Votes:
738,020
| Gross:
$61.00M
| Top 250:
#169",Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Melissa Leo']",imdb.com/title/tt1392214/?ref_=adv_li_tt
5,"213.
The Grand Budapest Hotel
(2014)",(2014),R,99 min,"Adventure, Comedy, Crime",8.1,"88        
        Metascore","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Votes:
831,073
| Gross:
$59.10M
| Top 250:
#185",Wes Anderson,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody']",imdb.com/title/tt2278388/?ref_=adv_li_tt
6,"214.
Mad Max: Fury Road
(2015)",(2015),R,120 min,"Action, Adventure, Sci-Fi",8.1,"90        
        Metascore","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.","Votes:
1,022,812
| Gross:
$154.06M
| Top 250:
#199",George Miller,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zoë Kravitz']",imdb.com/title/tt1392190/?ref_=adv_li_tt
7,"215.
Rocky
(1976)",(1976),PG,120 min,"Drama, Sport",8.1,"70        
        Metascore",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,"Votes:
593,920
| Gross:
$117.24M
| Top 250:
#212",John G. Avildsen,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",imdb.com/title/tt0075148/?ref_=adv_li_tt
8,"216.
Catch Me If You Can
(2002)",(2002),PG-13,141 min,"Biography, Crime, Drama",8.1,"75        
        Metascore","Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","Votes:
1,011,433
| Gross:
$164.62M
| Top 250:
#173",Steven Spielberg,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen']",imdb.com/title/tt0264464/?ref_=adv_li_tt
9,"217.
Gone Girl
(2014)",(2014),R,149 min,"Drama, Mystery, Thriller",8.1,"79        
        Metascore","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Votes:
1,002,254
| Gross:
$167.77M
| Top 250:
#186",David Fincher,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry']",imdb.com/title/tt2267998/?ref_=adv_li_tt
10,"218.
Pirates of the Caribbean: The Curse of the Black Pearl
(2003)",(2003),PG-13,143 min,"Action, Adventure, Fantasy",8.1,"63        
        Metascore","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","Votes:
1,146,561
| Gross:
$305.41M
| Top 250:
#230",Gore Verbinski,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley']",imdb.com/title/tt0325980/?ref_=adv_li_tt
11,"219.
The Big Lebowski
(1998)",(1998),R,117 min,"Comedy, Crime",8.1,"71        
        Metascore","Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.","Votes:
822,214
| Gross:
$17.50M
| Top 250:
#207",Joel Coen,"['Ethan Coen', 'Jeff Bridges', 'John Goodman', 'Julianne Moore']",imdb.com/title/tt0118715/?ref_=adv_li_tt
12,"220.
Blade Runner
(1982)",(1982),R,117 min,"Action, Drama, Sci-Fi",8.1,"84        
        Metascore",A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"Votes:
783,261
| Gross:
$32.87M
| Top 250:
#177",Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos']",imdb.com/title/tt0083658/?ref_=adv_li_tt
13,"221.
The Exorcist
(1973)",(1973),R,122 min,Horror,8.1,"81        
        Metascore","When a 12 year old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.","Votes:
417,781
| Gross:
$232.91M
| Top 250:
#226",William Friedkin,"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb']",imdb.com/title/tt0070047/?ref_=adv_li_tt
14,"222.
Ben-Hur
(1959)",(1959),G,212 min,"Adventure, Drama",8.1,"90        
        Metascore","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.","Votes:
243,947
| Gross:
$74.70M
| Top 250:
#183",William Wyler,"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet']",imdb.com/title/tt0052618/?ref_=adv_li_tt
15,"223.
Ford v Ferrari
(2019)",(2019),PG-13,152 min,"Action, Biography, Drama",8.1,"81        
        Metascore",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"Votes:
411,679
| Gross:
$117.62M
| Top 250:
#210",Carroll Shelby,"['Ken Miles', 'James Mangold', 'Matt Damon', 'Christian Bale']",imdb.com/title/tt1950186/?ref_=adv_li_tt
16,"224.
Harry Potter and the Deathly Hallows: Part 2
(2011)",(2011),PG-13,130 min,"Adventure, Family, Fantasy",8.1,"85        
        Metascore","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Votes:
894,452
| Gross:
$381.01M
| Top 250:
#180",David Yates,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']",imdb.com/title/tt1201607/?ref_=adv_li_tt
17,"225.
Stand by Me
(1986)",(1986),R,89 min,"Adventure, Drama",8.1,"75        
        Metascore","After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.","Votes:
414,149
| Gross:
$52.29M
| Top 250:
#218",Rob Reiner,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell""]",imdb.com/title/tt0092005/?ref_=adv_li_tt
18,"226.
Hacksaw Ridge
(2016)",(2016),R,139 min,"Biography, Drama, History",8.1,"71        
        Metascore","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Votes:
543,749
| Gross:
$67.21M
| Top 250:
#193",Desmond T. Doss,"['Mel Gibson', 'Andrew Garfield', 'Sam Worthington', 'Luke Bracey']",imdb.com/title/tt2119532/?ref_=adv_li_tt
19,"227.
The Terminator
(1984)",(1984),R,107 min,"Action, Sci-Fi",8.1,"84        
        Metascore","A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.","Votes:
880,352
| Gross:
$38.40M
| Top 250:
#217",James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Paul Winfield']",imdb.com/title/tt0088247/?ref_=adv_li_tt
20,"228.
Cool Hand Luke
(1967)",(1967),GP,127 min,"Crime, Drama",8.1,"92        
        Metascore","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.","Votes:
180,583
| Gross:
$16.22M
| Top 250:
#239",Stuart Rosenberg,"['Paul Newman', 'George Kennedy', 'Strother Martin', 'J.D. Cannon']",imdb.com/title/tt0061512/?ref_=adv_li_tt
21,"229.
Dead Poets Society
(1989)",(1989),PG,128 min,"Comedy, Drama",8.1,"79        
        Metascore",Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"Votes:
505,180
| Gross:
$95.86M
| Top 250:
#204",Peter Weir,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles']",imdb.com/title/tt0097165/?ref_=adv_li_tt
22,"230.
The Wizard of Oz
(1939)",(1939),PG,102 min,"Adventure, Family, Fantasy",8.1,"92        
        Metascore","Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","Votes:
408,001
| Gross:
$2.08M
| Top 250:
#223",Victor Fleming,"['George Cukor', 'Mervyn LeRoy', 'Norman Taurog', 'Richard Thorpe']",imdb.com/title/tt0032138/?ref_=adv_li_tt
23,"231.
Ratatouille
(2007)",(2007),G,111 min,"Animation, Adventure, Comedy",8.1,"96        
        Metascore",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"Votes:
758,783
| Gross:
$206.45M
| Top 250:
#214",Brad Bird,"['Jan Pinkava', 'Brad Garrett', 'Lou Romano', 'Patton Oswalt']",imdb.com/title/tt0382932/?ref_=adv_li_tt
24,"232.
The Handmaiden
(2016)",(2016),Not Rated,145 min,"Drama, Romance, Thriller",8.1,"84        
        Metascore","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","Votes:
154,979
| Gross:
$2.01M
| Top 250:
#240",Park Chan-wook,"['Kim Min-hee', 'Ha Jung-woo', 'Cho Jin-woong', 'Moon So-ri']",imdb.com/title/tt4016934/?ref_=adv_li_tt
25,"233.
Jaws
(1975)",(1975),PG,124 min,"Adventure, Thriller",8.1,"87        
        Metascore","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","Votes:
619,395
| Gross:
$260.00M
| Top 250:
#205",Steven Spielberg,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary']",imdb.com/title/tt0073195/?ref_=adv_li_tt
26,"234.
Three Billboards Outside Ebbing, Missouri
(2017)",(2017),R,115 min,"Comedy, Crime, Drama",8.1,"88        
        Metascore",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"Votes:
522,068
| Gross:
$54.51M
| Top 250:
#165",Martin McDonagh,"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Caleb Landry Jones']",imdb.com/title/tt5027774/?ref_=adv_li_tt
27,"235.
Inside Out
(I) (2015)",(I) (2015),PG,95 min,"Animation, Adventure, Comedy",8.1,"94        
        Metascore","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Votes:
730,329
| Gross:
$356.46M
| Top 250:
#162",Pete Docter,"['Ronnie Del Carmen', 'Amy Poehler', 'Bill Hader', 'Lewis Black']",imdb.com/title/tt2096673/?ref_=adv_li_tt
28,"236.
Trainspotting
(1996)",(1996),R,93 min,Drama,8.1,"83        
        Metascore","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","Votes:
697,795
| Gross:
$16.50M
| Top 250:
#166",Danny Boyle,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd']",imdb.com/title/tt0117951/?ref_=adv_li_tt
29,"237.
Lock, Stock and Two Smoking Barrels
(1998)",(1998),R,107 min,"Action, Comedy, Crime",8.1,"66        
        Metascore","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.","Votes:
592,105
| Gross:
$3.90M
| Top 250:
#160",Guy Ritchie,"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham']",imdb.com/title/tt0120735/?ref_=adv_li_tt
30,"238.
Logan
(2017)",(2017),R,137 min,"Action, Drama, Sci-Fi",8.1,"77        
        Metascore","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","Votes:
781,092
| Gross:
$226.28M
| Top 250:
#216",James Mangold,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook']",imdb.com/title/tt3315342/?ref_=adv_li_tt
31,"239.
Fargo
(1996)",(1996),R,98 min,"Crime, Thriller",8.1,"86        
        Metascore",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"Votes:
689,124
| Gross:
$24.61M
| Top 250:
#171",Joel Coen,"['Ethan Coen', 'William H. Macy', 'Frances McDormand', 'Steve Buscemi']",imdb.com/title/tt0116282/?ref_=adv_li_tt
32,"240.
Into the Wild
(2007)",(2007),R,148 min,"Adventure, Biography, Drama",8.1,"73        
        Metascore","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","Votes:
632,311
| Gross:
$18.35M
| Top 250:
#222",Sean Penn,"['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener', 'Marcia Gay Harden']",imdb.com/title/tt0758758/?ref_=adv_li_tt
33,"241.
The Sound of Music
(1965)",(1965),G,172 min,"Biography, Drama, Family",8.1,"63        
        Metascore",A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,"Votes:
242,871
| Gross:
$163.21M
| Top 250:
#241",Robert Wise,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']",imdb.com/title/tt0059742/?ref_=adv_li_tt
34,"242.
Spotlight
(I) (2015)",(I) (2015),R,129 min,"Biography, Crime, Drama",8.1,"93        
        Metascore","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Votes:
479,470
| Gross:
$45.06M
| Top 250:
#215",Tom McCarthy,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber']",imdb.com/title/tt1895587/?ref_=adv_li_tt
35,"243.
Room
(I) (2015)",(I) (2015),R,118 min,"Drama, Thriller",8.1,"86        
        Metascore","A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.","Votes:
429,268
| Gross:
$14.68M
| Top 250:
#206",Lenny Abrahamson,"['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson']",imdb.com/title/tt3170832/?ref_=adv_li_tt
36,"244.
How to Train Your Dragon
(2010)",(2010),PG,98 min,"Animation, Action, Adventure",8.1,"75        
        Metascore","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Votes:
755,821
| Gross:
$217.58M
| Top 250:
#202",Dean DeBlois,"['Chris Sanders', 'Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse']",imdb.com/title/tt0892769/?ref_=adv_li_tt
37,"245.
Memories of Murder
(2003)",(2003),Not Rated,132 min,"Crime, Drama, Mystery",8.1,"82        
        Metascore","In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","Votes:
193,215
| Gross:
$0.01M
| Top 250:
#195",Bong Joon Ho,"['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim', 'Jae-ho Song']",imdb.com/title/tt0353969/?ref_=adv_li_tt
38,"246.
Monsters, Inc.
(2001)",(2001),G,92 min,"Animation, Adventure, Comedy",8.1,"79        
        Metascore","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Votes:
925,981
| Gross:
$289.92M
| Top 250:
#203",Pete Docter,"['David Silverman', 'Lee Unkrich', 'Billy Crystal', 'John Goodman']",imdb.com/title/tt0198781/?ref_=adv_li_tt
39,"247.
Before Sunrise
(1995)",(1995),R,101 min,"Drama, Romance",8.1,"77        
        Metascore","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","Votes:
317,712
| Gross:
$5.54M
| Top 250:
#181",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl']",imdb.com/title/tt0112471/?ref_=adv_li_tt
40,"248.
The Deer Hunter
(1978)",(1978),R,183 min,"Drama, War",8.1,"86        
        Metascore",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"Votes:
345,131
| Gross:
$48.98M
| Top 250:
#191",Michael Cimino,"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",imdb.com/title/tt0077416/?ref_=adv_li_tt
41,"249.
Platoon
(1986)",(1986),R,120 min,"Drama, War",8.1,"92        
        Metascore","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","Votes:
421,332
| Gross:
$138.53M
| Top 250:
#213",Oliver Stone,"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']",imdb.com/title/tt0091763/?ref_=adv_li_tt
42,"250.
Rush
(I) (2013)",(I) (2013),R,123 min,"Action, Biography, Drama",8.1,"74        
        Metascore",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"Votes:
488,409
| Gross:
$26.95M
| Top 250:
#219",James Hunt,"['Niki Lauda', 'Ron Howard', 'Daniel Brühl', 'Chris Hemsworth']",imdb.com/title/tt1979320/?ref_=adv_li_tt
43,"251.
12 Years a Slave
(2013)",(2013),R,134 min,"Biography, Drama, History",8.1,"96        
        Metascore","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Votes:
712,451
| Gross:
$56.67M
| Top 250:
#182",Solomon Northup,"['Steve McQueen', 'Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender']",imdb.com/title/tt2024544/?ref_=adv_li_tt
44,"253.
Portrait of a Lady on Fire
(2019)",(2019),R,122 min,"Drama, Romance",8.1,"95        
        Metascore","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","Votes:
97,517
| Gross:
$3.76M",Céline Sciamma,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino']",imdb.com/title/tt8613070/?ref_=adv_li_tt
45,"254.
Million Dollar Baby
(2004)",(2004),PG-13,132 min,"Drama, Sport",8.1,"86        
        Metascore",A determined woman works with a hardened boxing trainer to become a professional.,"Votes:
697,001
| Gross:
$100.49M
| Top 250:
#175",Clint Eastwood,"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel']",imdb.com/title/tt0405159/?ref_=adv_li_tt
46,"255.
In the Mood for Love
(2000)",(2000),PG,98 min,"Drama, Romance",8.1,"87        
        Metascore","Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","Votes:
155,461
| Gross:
$2.73M",Kar-Wai Wong,"['Tony Leung Chiu-wai', 'Maggie Cheung', 'Siu Ping-Lam', ""Tung Cho 'Joe' Cheung""]",imdb.com/title/tt0118694/?ref_=adv_li_tt
47,"256.
My Neighbor Totoro
(1988)",(1988),G,86 min,"Animation, Comedy, Family",8.1,"86        
        Metascore","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","Votes:
349,296
| Gross:
$1.11M
| Top 250:
#174",Hayao Miyazaki,"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi']",imdb.com/title/tt0096283/?ref_=adv_li_tt
48,"257.
Stalker
(1979)",(1979),Not Rated,162 min,"Drama, Sci-Fi",8.1,"83        
        Metascore",A guide leads two men through an area known as the Zone to find a room that grants wishes.,"Votes:
137,570
| Gross:
$0.23M",Andrei Tarkovsky,"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']",imdb.com/title/tt0079944/?ref_=adv_li_tt
49,"258.
Gran Torino
(2008)",(2008),R,116 min,Drama,8.1,"72        
        Metascore","After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.","Votes:
786,010
| Gross:
$148.10M
| Top 250:
#172",Clint Eastwood,"['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her']",imdb.com/title/tt1205489/?ref_=adv_li_tt
50,"259.
The Best Years of Our Lives
(1946)",(1946),Approved,170 min,"Drama, Romance, War",8.1,"93        
        Metascore","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","Votes:
66,640
| Gross:
$23.65M
| Top 250:
#224",William Wyler,"['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright']",imdb.com/title/tt0036868/?ref_=adv_li_tt
51,"260.
Barry Lyndon
(1975)",(1975),PG,185 min,"Adventure, Drama, War",8.1,"89        
        Metascore",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"Votes:
172,545
| Top 250:
#189",Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",imdb.com/title/tt0072684/?ref_=adv_li_tt
52,"261.
Wild Tales
(2014)",(2014),R,122 min,"Comedy, Drama, Thriller",8.1,"77        
        Metascore",Six short stories that explore the extremities of human behavior involving people in distress.,"Votes:
203,669
| Gross:
$3.11M
| Top 250:
#196",Damián Szifron,"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta']",imdb.com/title/tt3011894/?ref_=adv_li_tt
